epoch,train_loss,train_acc,val_loss,val_acc
1,6.990076097533108,0.005296875,8.074597676134287,0.003246753246753247
2,6.8585671499073495,0.006203125,9.859362815826412,0.0008116883116883117
3,6.801238105922938,0.007421875,8.320671604438264,0.0017973098330241188
4,6.746980297893286,0.008546875,7.636879422779648,0.0025510204081632647
5,6.697266248904167,0.011421875,7.374859717261593,0.003246753246753247
6,6.608744008503853,0.014296875,7.068991113073973,0.002724953617810761
7,6.487549377918245,0.019203125,7.021785135199496,0.0033047309833024122
8,6.354414039365947,0.02346875,6.507816978006282,0.012987012987012988
9,6.225076741263272,0.0283125,6.3885470855158655,0.01843692022263451
10,6.1147377827689064,0.03390625,6.156099106777798,0.03055426716141002
11,5.991140804350376,0.039546875,5.991432726079104,0.037743506493506496
12,5.851388408519328,0.047703125,5.85756267737148,0.04730983302411874
13,5.717184869967401,0.055859375,5.663290390969427,0.061224489795918366
14,5.599698981776833,0.065484375,5.490495134151933,0.08000927643784787
15,5.45533630269766,0.077140625,5.320593009327913,0.09403988868274582
16,5.33662406732142,0.08640625,5.17807468252191,0.1088821892393321
17,5.194839774228631,0.099078125,5.038391631725546,0.12673933209647495
18,5.073327794283628,0.1115,4.8712723866962095,0.1431470315398887
19,4.943635632202028,0.123859375,4.729470214922264,0.1547425788497217
20,4.8257940901517875,0.135953125,4.633989846938618,0.17016465677179962
21,4.717455192565918,0.148640625,4.495645004322888,0.1846590909090909
22,4.615306994974613,0.159734375,4.448652830272084,0.1890074211502783
23,4.524532869592308,0.169453125,4.425006152305177,0.20037105751391465
24,4.4285636081024995,0.182484375,4.31123093536369,0.20837198515769945
25,4.328628086708486,0.191765625,4.229034271250187,0.22286641929499074
26,4.2461285474821935,0.203,4.121337367494717,0.2347518552875696
27,4.164405461162329,0.211625,4.036853986154681,0.24298469387755106
28,4.097476293608546,0.220890625,3.919898925746527,0.26287105751391465
29,4.0017834058217705,0.232484375,3.9042240706080626,0.2616535250463822
30,3.9423354355879128,0.24003125,3.881104177648482,0.2702342300556586
31,3.8694644337184734,0.249640625,3.7918086613706405,0.28194573283859004
32,3.805310085065663,0.25921875,3.7580632320942153,0.2852504638218924
33,3.7226578102335335,0.270796875,3.6605496071209935,0.2993970315398887
34,3.6820588410906487,0.2739375,3.6404534216299793,0.3024698515769945
35,3.644598295520991,0.2788125,3.615398251225201,0.3068181818181818
36,3.545668613355607,0.293625,3.5412746182952164,0.3141813543599258
37,3.504634838592261,0.301328125,3.5495225864986097,0.3156887755102041
38,3.4319509944431483,0.309203125,3.446863248253134,0.3315746753246753
39,3.384741094619036,0.3159375,3.450511896460972,0.3342996289424861
40,3.3252407502271235,0.325984375,3.36854495184154,0.3423005565862709
41,3.27747523939237,0.33182812500000003,3.4064709817185475,0.33870593692022266
42,3.235484920926392,0.337078125,3.403095537108924,0.3424744897959184
43,3.1935917500779034,0.34378125,3.294368404238476,0.35349025974025977
44,3.1342194677218798,0.35278125,3.333180842461524,0.3530844155844156
45,3.07977609866485,0.3618125,3.2701659119914326,0.3577226345083488
46,3.0515900093987582,0.36540625,3.272791603224176,0.3577226345083488
47,3.003829805128276,0.374484375,3.2709218956709782,0.3656076066790353
48,2.9562806347943837,0.380265625,3.1468840446565056,0.37389842300556586
49,2.9221082824394107,0.386546875,3.203049641095641,0.3698399814471243
50,2.866276873577386,0.395921875,3.191121525938082,0.3778409090909091
51,2.8352796479016544,0.39990625,3.1389101918005764,0.3773191094619666
52,2.812433289885521,0.40134375,3.063931708405544,0.3905380333951762
53,2.778157623130828,0.409671875,3.1283518667151404,0.3781307977736549
54,2.7170877059698104,0.41775,3.178206775123201,0.3824211502782932
55,2.6896382823325693,0.423515625,3.0343290643424403,0.4015538033395176
56,2.665188959011808,0.4274375,3.0931551010937106,0.3921034322820037
57,2.6165760460086167,0.4365,3.059059133763548,0.4001623376623377
58,2.6018406342417,0.439203125,3.0478108891723106,0.39714749536178107
59,2.561318637628108,0.446953125,3.057729577517797,0.401669758812616
60,2.5269859192594892,0.44990625,3.0123058231841213,0.4041628014842301
61,2.489713918477297,0.458703125,2.9935345493243224,0.4054962894248609
62,2.448814283538609,0.465171875,3.046756846260051,0.4081052875695733
63,2.431332965781912,0.467828125,2.9664613108370097,0.4168599257884972
64,2.4160425393041223,0.47071875,3.0479743021759784,0.40990259740259744
65,2.3862092281915253,0.475359375,3.03590761912997,0.4070037105751392
66,2.3457594323270023,0.48296875,2.977539729803856,0.420976345083488
67,2.3204530753083525,0.485109375,2.9989439010592474,0.4197588126159555
68,2.2870800084806984,0.493890625,2.9659171287792843,0.421672077922078
69,2.2565245495252317,0.497765625,2.9859606230247877,0.41993274582560297
70,2.2354279385358096,0.503140625,2.9761982536520497,0.4237012987012987
71,2.225601346815005,0.504171875,2.924395898650772,0.42665816326530615
72,2.191241601128131,0.51228125,2.9900746834991367,0.42190398886827457
73,2.1643904526419937,0.516703125,2.934251642196762,0.4256725417439704
74,2.143343864819035,0.52140625,2.939353896336067,0.4273538961038961
75,2.1296761595010762,0.5221718750000001,2.9497597152038937,0.43042671614100186
76,2.467554387047887,0.461078125,3.0245387428656136,0.4134972170686457
77,2.4152704900912942,0.46965625,3.0176060703861247,0.4104823747680891
78,2.3635184073969717,0.47940625,2.9913395790172417,0.412917439703154
79,2.3517466033808887,0.483296875,2.963168860186783,0.4184253246753247
80,2.3062172789201143,0.490640625,2.9561347170060768,0.41662801484230055
81,2.289707035290077,0.49603125,2.9233925670578884,0.4230055658627087
82,2.264275871142745,0.497859375,2.9267761294275583,0.4243390538033395
83,2.25217056183517,0.499875,2.9688172141756994,0.4205125231910946
84,2.225300351846963,0.50790625,2.931315956467932,0.4265422077922078
85,2.186185136018321,0.510703125,2.9850870803385585,0.42196196660482377
86,2.171756930910051,0.513203125,2.9739165855969034,0.42445500927643787
87,2.144380867671221,0.5185625,2.9396284443493896,0.4326298701298701
88,2.1136122129932047,0.524109375,2.911031191626042,0.43118042671614093
89,2.0992366613149644,0.52825,2.9059769061768983,0.4312963821892393
90,2.071562582131475,0.53325,2.89909865315969,0.4293831168831169
91,2.052848259307444,0.536203125,2.9501788775006337,0.4344271799628943
92,2.0348178322147583,0.542171875,2.8888625262343157,0.4330357142857143
93,2.0160779000744222,0.545484375,2.832916084455813,0.4450371057513915
94,1.9837177468445155,0.55028125,2.8642846712071948,0.4439935064935065
95,1.9647441074885428,0.55415625,2.9105921128215284,0.4424860853432282
96,1.9843033155314624,0.5513281250000001,2.9931321466179197,0.4288033395176252
97,1.930779280938208,0.559109375,2.9199286161996216,0.4367462894248609
98,1.9058486019764096,0.564328125,2.8310231436078537,0.4467764378478664
99,1.9080655678175389,0.5648125,2.921194177293711,0.4410946196660481
100,1.882738647144288,0.5718593750000001,2.8966979749072235,0.4422541743970316
101,1.8651379153840244,0.57378125,2.904050947044301,0.4455009276437848
102,1.83245708180964,0.5818593750000001,2.924184215823552,0.4405148423005566
103,1.8293619783315809,0.5786875,2.9139108127864266,0.4449211502782932
104,1.814622025763616,0.583828125,2.9123911496410786,0.4417903525046382
105,1.8051822663787755,0.587421875,2.8747097909699346,0.4462546382189239
106,1.7662323628589511,0.594265625,2.9186633163665685,0.4431818181818182
107,1.7591891210209578,0.59578125,2.893121899093513,0.4442254174397032
108,1.7408924549911169,0.5965,2.8628776661346707,0.4524002782931354
109,1.736600009933114,0.599265625,2.954687511185547,0.43865955473098334
110,1.7112004683166742,0.6050156250000001,2.8794086464509667,0.4530960111317254
