epoch,train_loss,train_acc,val_loss,val_acc
1,6.950280883356929,0.005375,7.0241990621600845,0.0041743970315398895
2,6.8062314400747415,0.007578125,6.908077331083604,0.0041164192949907225
3,6.749539514772594,0.009234375,7.819910220953883,0.003884508348794063
4,6.699227357171477,0.009859375,7.112889292233508,0.0047541743970315395
5,6.664604220211506,0.011140625,7.229902199502336,0.0049860853432282005
6,6.602267177395523,0.0136875,6.956553977667069,0.008000927643784787
7,6.4878648499473925,0.017734375,6.767519403255937,0.011653525046382191
8,6.353915319025518,0.023484375,6.441047141553078,0.0176252319109462
9,6.21656331986934,0.028875,6.380650843201631,0.02058209647495362
10,6.075724961563945,0.03471875,6.028648415805014,0.03612012987012987
11,5.9441296190992,0.04171875,5.86298138798942,0.04701994434137291
12,5.794289272546767,0.0523125,5.654353430325335,0.06638450834879406
13,5.6514477357044814,0.060796875,5.452164127538066,0.07751623376623376
14,5.520407703392207,0.071390625,5.372542712153221,0.08905380333951762
15,5.391960582099855,0.0814375,5.161590659192631,0.10894016697588127
16,5.258301289759577,0.092390625,5.05454736234748,0.12123144712430428
17,5.130005874678493,0.107171875,4.90916122020618,0.13990027829313545
18,4.994095951087774,0.11815625,4.684157157983761,0.16459879406307978
19,4.8668070451915275,0.130484375,4.6879784063693535,0.16558441558441558
20,4.751668021149933,0.14459375,4.451281021305936,0.19468923933209648
21,4.6308735563233485,0.160109375,4.314697943558721,0.21086502782931354
22,4.504266415663063,0.172734375,4.242360105430483,0.2178803339517625
23,4.406508650809528,0.185390625,4.130482075760116,0.2322008348794063
24,4.313596374578774,0.19825,4.090021861257491,0.2371869202226345
25,4.201006570525466,0.208734375,3.8837585287213545,0.2657699443413729
26,4.105638640996069,0.2229375,3.881594456013479,0.26768320964749537
27,4.022445589974523,0.23534375,3.8104130562968512,0.27765538033395176
28,3.9378027437217535,0.245578125,3.6933602071980602,0.29116419294990725
29,3.8573970098905264,0.254875,3.606998570913065,0.30287569573283857
30,3.7627842395417392,0.26775,3.5880913181517253,0.3057166048237477
31,3.6783931791558864,0.28015625,3.5151687236658278,0.3225301484230056
32,3.618046900369227,0.2870625,3.4383736390323274,0.3289076994434137
33,3.5482492214329535,0.29853125,3.365038162992372,0.3428803339517625
34,3.463739496201277,0.309828125,3.2987417154055585,0.35117115027829315
35,3.432174582120031,0.312875,3.3071112035737413,0.3555194805194805
36,3.3571275598779313,0.32428125,3.33102990526547,0.3545338589981447
37,3.2939579141438013,0.332671875,3.298462308763573,0.3552875695732839
38,3.2334657439701258,0.34096875,3.1491790582634964,0.3776089981447125
39,3.1718343099206687,0.353015625,3.0971281059321316,0.3811456400742115
40,3.1159446474090218,0.35915625,3.129039464521884,0.381667439703154
41,3.054669457249344,0.367984375,3.0230079155712493,0.3964517625231911
42,3.0124289917908613,0.376421875,3.0598146266032678,0.3969155844155845
43,2.947809743978083,0.38671875,2.9556905834595213,0.4040468460111317
